model,m,selection,session,task,kind,classes_seen,new_classes,accuracy,balanced_accuracy,f1_macro,f1_weighted,G_Mean,n,HR@1,MRR@1,HR@3,MRR@3,HR@5,MRR@5,RMSE_dr,MAE_dr,n_dr,RPD,minutes
coatnet_0,1,herding,8,T3_LAG,domain-incremental,12,,0.5732600732600732,0.2385214853111577,0.2625379875888316,0.494425307602678,0.0,1638,0.5732600732600732,0.5732600732600732,0.796092796092796,0.664021164021164,0.9035409035409036,0.6891432641432641,0.8435273922869734,0.4615384615384615,104,0.7084811808897202,4.48
coatnet_0,1,herding,9,T4_HAM,class-incremental,13,Actinic Keratoses,0.5281564908120925,0.3772101443011927,0.3423542393422757,0.5161725119305888,0.0,1687,0.5281564908120925,0.5281564908120925,0.7504445761707172,0.6295198577356254,0.8464730290456431,0.6509187907528156,0.9618906615929969,0.5794392523364486,214,0.6053281752337014,2.14
coatnet_0,1,herding,10,T4_HAM,class-incremental,14,Basal Cell Carcinoma,0.5102040816326531,0.3675502942633093,0.3284621325209151,0.5016435527781251,0.0,1764,0.5102040816326531,0.5102040816326531,0.7602040816326531,0.6226379440665154,0.8520408163265306,0.6434712773998488,0.966091783079296,0.6431372549019608,255,0.6412927076225048,2.37
coatnet_0,1,herding,11,T4_HAM,class-incremental,15,Benign Keratosis,0.5409751037344398,0.3685473295607502,0.3223411279277453,0.5022093527803251,0.0,1928,0.5409751037344398,0.5409751037344398,0.7598547717842323,0.6384854771784232,0.8449170124481328,0.6580653526970954,1.0698276730389806,0.71484375,256,0.630354098603229,2.98
coatnet_0,1,herding,12,T4_HAM,class-incremental,16,Dermatofibroma,0.4719794344473008,0.3309943109340872,0.274605441819816,0.4544748887466755,0.0,1945,0.4719794344473008,0.4719794344473008,0.7629820051413881,0.6009425878320479,0.8637532133676092,0.6243359040274207,0.9229582069908971,0.5555555555555556,216,0.6687158748492458,2.28
coatnet_0,1,herding,13,T4_HAM,class-incremental,17,Melanocytic Nevi,0.6356483065343825,0.3244627527765209,0.3073582091818193,0.5692220828231209,0.0,2923,0.6356483065343825,0.6356483065343825,0.8015737256243586,0.7064089405861558,0.8833390352377695,0.7254133880716159,1.0022909537471156,0.6192660550458715,218,0.6825647252825033,8.72
coatnet_0,1,herding,14,T4_HAM,class-incremental,18,Melanoma,0.3654033041788144,0.3230330094591013,0.26147247109925,0.3238225228896568,0.0,3087,0.3654033041788144,0.3654033041788144,0.7696793002915452,0.5590109059496814,0.8506640751538711,0.5776697980779614,0.9940297973880048,0.623015873015873,252,0.6972180535308697,4.23
coatnet_0,1,herding,15,T4_HAM,class-incremental,19,Vascular Lesions,0.3178893178893179,0.2883919322291376,0.2409655322257104,0.3147777674737771,0.0,3108,0.3178893178893179,0.3178893178893179,0.5711068211068211,0.4304483054483054,0.6396396396396397,0.4461175461175461,1.0,0.6310679611650486,206,0.718901511022435,3.4
coatnet_0,5,herding,0,T1_APTOS,base,5,No DR;Mild DR;Moderate DR;Severe DR;Proliferative DR,0.7911832946635731,0.5890925271039545,0.6154937873774227,0.7807315812333909,0.5027690607593515,431,0.7911832946635731,0.7911832946635731,0.9837587006960556,0.8758700696055685,1.0,0.8799303944315545,0.6569280967974722,0.2784222737819025,431,0.0,1.41
coatnet_0,5,herding,1,T2_ODIR,class-incremental,6,Normal,0.8067375886524822,0.5889203700706042,0.5948171472181668,0.7935553627464883,0.5599462677176466,1128,0.8067375886524822,0.8067375886524822,0.9680851063829788,0.8819444444444444,0.99822695035461,0.889169621749409,0.8092910951427281,0.4121405750798722,313,0.3607038123167155,1.9
coatnet_0,5,herding,2,T2_ODIR,class-incremental,7,Glaucoma,0.4576757532281205,0.5525115732305131,0.4798027133901169,0.4363322099847671,0.5015467893352386,1394,0.4576757532281205,0.4576757532281205,0.9447632711621234,0.6855571496891439,0.9928263988522238,0.6968197034911525,0.8105926959527753,0.4207492795389049,347,0.5491477802451139,1.64
coatnet_0,5,herding,3,T2_ODIR,class-incremental,8,Cataract,0.3956884561891516,0.5540583157747387,0.4461762934557711,0.4266942944877293,0.5116885294206016,1438,0.3956884561891516,0.3956884561891516,0.8463143254520167,0.5767269355586462,0.974269819193324,0.6066991191469634,0.7947194142390263,0.4035087719298245,342,0.5083225686899004,1.72
coatnet_0,5,herding,4,T2_ODIR,class-incremental,9,AMD,0.1591062965470548,0.4136829105243663,0.3360821797896636,0.1800707716738063,0.2571124859577662,1477,0.1591062965470548,0.1591062965470548,0.5497630331753555,0.3282554728052358,0.8246445497630331,0.3915256149853306,1.006282784319004,0.6008403361344538,238,0.7424809311699025,1.74
coatnet_0,5,herding,5,T2_ODIR,class-incremental,10,Hypertension,0.1485215053763441,0.3726312953000721,0.2785603231903793,0.1841207362987736,0.0,1488,0.1485215053763441,0.1485215053763441,0.4260752688172043,0.2636648745519713,0.655241935483871,0.3148745519713261,0.9673380856182342,0.5742971887550201,249,0.7576259950644733,1.7
coatnet_0,5,herding,6,T2_ODIR,class-incremental,11,Myopia,0.2024901703800786,0.4062638555945908,0.3188271955351962,0.2278849069247824,0.2971498746211391,1526,0.2024901703800786,0.2024901703800786,0.3473132372214941,0.2641983398864133,0.5701179554390564,0.314263870685889,0.8692680884780611,0.472668810289389,311,0.725261058790973,1.94
coatnet_0,5,herding,7,T2_ODIR,class-incremental,12,Other,0.2045177045177045,0.3372903951725725,0.2861528534340783,0.1837460504844215,0.0,1638,0.2045177045177045,0.2045177045177045,0.4084249084249084,0.2915140415140415,0.6330891330891331,0.3416361416361416,0.8810069722757908,0.4945848375451263,277,0.7972861291398915,2.5
coatnet_0,5,herding,8,T3_LAG,domain-incremental,12,,0.6538461538461539,0.4507911365879062,0.4527729153753559,0.649650255147312,0.343342851943834,1638,0.6538461538461539,0.6538461538461539,0.8522588522588522,0.743080993080993,0.9065934065934066,0.7555962555962555,0.8690724993137477,0.4652567975830816,331,0.5204390640664811,5.33
coatnet_0,5,herding,9,T4_HAM,class-incremental,13,Actinic Keratoses,0.6431535269709544,0.5474844192582656,0.5183518070083484,0.6564955086798718,0.4952161286405986,1687,0.6431535269709544,0.6431535269709544,0.8488441019561351,0.7348350128433115,0.912270302311796,0.7496542185338865,0.877304349327139,0.4662921348314606,356,0.4272235069143149,2.4
coatnet_0,5,herding,10,T4_HAM,class-incremental,14,Basal Cell Carcinoma,0.6167800453514739,0.5150741135138733,0.4646321784412252,0.6207180429327801,0.0,1764,0.6167800453514739,0.6167800453514739,0.8270975056689343,0.7131519274376418,0.91156462585034,0.732794784580499,0.9277906307704636,0.5028409090909091,352,0.4849645289432523,2.72
coatnet_0,5,herding,11,T4_HAM,class-incremental,15,Benign Keratosis,0.5943983402489627,0.4749093123984592,0.4196024470009482,0.5847274255184289,0.0,1928,0.5943983402489627,0.5943983402489627,0.8184647302904564,0.6945020746887967,0.8895228215767634,0.7108143153526971,0.91363772555506,0.4929971988795518,357,0.5293661368063558,3.54
coatnet_0,5,herding,12,T4_HAM,class-incremental,16,Dermatofibroma,0.5552699228791774,0.4735547186159806,0.3930613576543988,0.5699472543449654,0.0,1945,0.5552699228791774,0.5552699228791774,0.8503856041131106,0.6829477292202227,0.9233933161953728,0.6999914310197086,1.012056698069736,0.555256064690027,371,0.5380535951847149,2.32
coatnet_0,5,herding,13,T4_HAM,class-incremental,17,Melanocytic Nevi,0.6688333903523777,0.4345884220080522,0.388415886018903,0.6339341802666514,0.0,2923,0.6688333903523777,0.6688333903523777,0.8443380088949709,0.746721404949253,0.9079712624016422,0.7611244155547953,0.9064334623245226,0.4918918918918919,370,0.5935566034717337,10.6
coatnet_0,5,herding,14,T4_HAM,class-incremental,18,Melanoma,0.4693877551020408,0.4146924799237221,0.341296710152447,0.4933752132252679,0.0,3087,0.4693877551020408,0.4693877551020408,0.8393262066731455,0.6400496706619155,0.9109167476514416,0.6564571860490227,0.9106416928094864,0.5094850948509485,369,0.6057351712301617,4.91
coatnet_0,5,herding,15,T4_HAM,class-incremental,19,Vascular Lesions,0.4800514800514801,0.4332536637805426,0.3470762605976234,0.5226032343126508,0.0,3108,0.4800514800514801,0.4800514800514801,0.7815315315315315,0.6046761046761047,0.8996138996138996,0.6318640068640068,0.8758113121817134,0.4886363636363636,352,0.575290458044123,3.74
