model,m,selection,session,task,kind,classes_seen,new_classes,accuracy,balanced_accuracy,f1_macro,f1_weighted,G_Mean,n,HR@1,MRR@1,HR@3,MRR@3,HR@5,MRR@5,RMSE_dr,MAE_dr,n_dr,RPD,minutes
coatnet_0,20,herding,0,T1_APTOS,base,5,No DR;Mild DR;Moderate DR;Severe DR;Proliferative DR,0.802784222737819,0.6179159481888942,0.6359916743755781,0.7927473308564654,0.5603673663153317,431,0.802784222737819,0.802784222737819,0.9837587006960556,0.8847641144624903,1.0,0.8888244392884763,0.6462456271982456,0.2645011600928074,431,0.0,1.41
coatnet_0,20,herding,1,T2_ODIR,class-incremental,6,Normal,0.8280141843971631,0.630777384890684,0.6330480928864913,0.8332009955898,0.6117859339628409,1128,0.8280141843971631,0.8280141843971631,0.9849290780141844,0.8999704491725768,1.0,0.9035165484633568,0.7506902900678881,0.3370165745856354,362,0.2052023121387283,1.89
coatnet_0,20,herding,2,T2_ODIR,class-incremental,7,Glaucoma,0.4519368723098996,0.5387153086027985,0.4574866783356749,0.4194182274798546,0.4657507089035657,1394,0.4519368723098996,0.4519368723098996,0.8945480631276901,0.657221425155428,0.958393113342898,0.6716044954567193,0.96087130110593,0.4731457800511509,391,0.5089533975983931,1.66
coatnet_0,20,herding,3,T2_ODIR,class-incremental,8,Cataract,0.5236439499304589,0.598856916358557,0.4650709910505913,0.5388549842313918,0.5730924412126186,1438,0.5236439499304589,0.5236439499304589,0.808066759388039,0.6402410755679184,0.8803894297635605,0.657487250811312,0.857113606614511,0.4250614250614251,407,0.3499086782207971,1.67
coatnet_0,20,herding,4,T2_ODIR,class-incremental,9,AMD,0.3432633716993906,0.5609063269761465,0.4112179502305182,0.3553529209044521,0.4759975405821023,1477,0.3432633716993906,0.3432633716993906,0.7440758293838863,0.5192958700067705,0.8713608666215301,0.5494583615436696,0.7322785563281032,0.357487922705314,414,0.4740648267077857,1.73
coatnet_0,20,herding,5,T2_ODIR,class-incremental,10,Hypertension,0.3098118279569892,0.5420217715454095,0.3621417964841668,0.3216205705904961,0.3803654824824993,1488,0.3098118279569892,0.3098118279569892,0.6438172043010753,0.452844982078853,0.8138440860215054,0.4925291218637992,0.8154904233293435,0.4679802955665024,406,0.5165330249497261,1.64
coatnet_0,20,herding,6,T2_ODIR,class-incremental,11,Myopia,0.3446920052424639,0.5522329852203082,0.3779570953365879,0.3447264727237398,0.4800170227859023,1526,0.3446920052424639,0.3446920052424639,0.5504587155963303,0.433049366535605,0.7051114023591087,0.468435998252512,0.7528822505334528,0.3737623762376237,404,0.4522495556325678,1.84
coatnet_0,20,herding,7,T2_ODIR,class-incremental,12,Other,0.3046398046398046,0.467701958683151,0.3857059123245968,0.2707675148614384,0.3066371522409945,1638,0.3046398046398046,0.3046398046398046,0.536019536019536,0.4041514041514041,0.6514041514041514,0.4309218559218559,0.8,0.39,400,0.6068642921848905,2.36
coatnet_0,20,herding,8,T3_LAG,domain-incremental,12,,0.6978021978021978,0.5799152924000431,0.5673733100477553,0.7102422940026079,0.5466464037114472,1638,0.6978021978021978,0.6978021978021978,0.9230769230769232,0.8003663003663004,0.9725274725274724,0.8121489621489622,0.7358419766730805,0.3170731707317073,410,0.3406718872746869,5.35
coatnet_0,20,herding,9,T4_HAM,class-incremental,13,Actinic Keratoses,0.6751630112625964,0.6252824022309965,0.584047674851987,0.6939093894295986,0.5918775833327198,1687,0.6751630112625964,0.6751630112625964,0.8927089508002372,0.7720806164789568,0.9626556016597512,0.7884113811499703,0.8249785940190695,0.3857493857493858,407,0.283283818166524,2.16
coatnet_0,20,herding,10,T4_HAM,class-incremental,14,Basal Cell Carcinoma,0.6672335600907029,0.5888572195119917,0.5260701474935303,0.6794794955471201,0.5034760442739894,1764,0.6672335600907029,0.6672335600907029,0.9058956916099772,0.7737150415721844,0.9608843537414966,0.7866685563114134,0.8106012216420464,0.3932853717026379,417,0.3659572917380751,2.47
coatnet_0,20,herding,11,T4_HAM,class-incremental,15,Benign Keratosis,0.6820539419087137,0.5570502655893372,0.5248079935424684,0.6749826089515365,0.4540647371481938,1928,0.6820539419087137,0.6820539419087137,0.8947095435684648,0.7778354080221299,0.9569502074688796,0.7921248271092669,0.8140512427589067,0.3803827751196172,418,0.4081254857825089,3.19
coatnet_0,20,herding,12,T4_HAM,class-incremental,16,Dermatofibroma,0.6210796915167095,0.5696683481929725,0.4718696367621358,0.6369751717692256,0.4906465811812291,1945,0.6210796915167095,0.6210796915167095,0.8658097686375321,0.7299914310197088,0.9326478149100256,0.745312767780634,0.8405958999380528,0.4425427872860635,409,0.3875492039530426,2.34
coatnet_0,20,herding,13,T4_HAM,class-incremental,17,Melanocytic Nevi,0.7170715018816285,0.490073818446665,0.4806539646054875,0.6873675212295712,0.392520376926555,2923,0.7170715018816285,0.7170715018816285,0.8946288060212111,0.7958148021439162,0.942182689018132,0.8067966700878092,0.8333731096314555,0.4224343675417661,419,0.4834757123858177,11.02
coatnet_0,20,herding,14,T4_HAM,class-incremental,18,Melanoma,0.5591188856494979,0.5208125919844181,0.4609290244264643,0.5889726317448271,0.4365009365821299,3087,0.5591188856494979,0.5591188856494979,0.8765792031098154,0.7039736529532448,0.9251700680272108,0.7151981427491632,0.8433668274445011,0.4107981220657277,426,0.4663672763541125,4.64
coatnet_0,20,herding,15,T4_HAM,class-incremental,19,Vascular Lesions,0.5913770913770914,0.5310677048157789,0.4558388828832494,0.6212215598710187,0.444268738063269,3108,0.5913770913770914,0.5913770913770914,0.861003861003861,0.7058665808665809,0.9231016731016732,0.7200718575718577,0.8169847702573995,0.3803827751196172,418,0.4398043607925557,3.59
googlenet,1,herding,0,T1_APTOS,base,5,No DR;Mild DR;Moderate DR;Severe DR;Proliferative DR,0.7935034802784223,0.6313907483875513,0.6468538609805321,0.7881431629053914,0.5995535303990587,431,0.7935034802784223,0.7935034802784223,0.9837587006960556,0.8766434648105181,1.0,0.8807037896365042,0.7524129783723842,0.3062645011600928,431,0.0,0.8
googlenet,1,herding,1,T2_ODIR,class-incremental,6,Normal,0.6790780141843972,0.3697497383821199,0.3508683248918161,0.5850724461054547,0.1523504592868764,1128,0.6790780141843972,0.6790780141843972,0.9379432624113476,0.7994976359338061,0.99822695035461,0.8131944444444444,1.1258799375612023,0.7464788732394366,142,0.7982456140350878,0.88
googlenet,1,herding,2,T2_ODIR,class-incremental,7,Glaucoma,0.2288378766140602,0.2874172081489154,0.1975192738672957,0.1116626838475476,0.0,1394,0.2288378766140602,0.2288378766140602,0.8766140602582496,0.5324007651841224,0.96987087517934,0.5536704925872787,1.263635308761348,0.8870967741935484,124,0.922514619883041,0.74
googlenet,1,herding,3,T2_ODIR,class-incremental,8,Cataract,0.0486787204450625,0.2201576576576576,0.0777316385611316,0.0139812297327535,0.0,1438,0.0486787204450625,0.0486787204450625,0.8317107093184979,0.390125173852573,0.9645340751043116,0.4215229485396384,1.780713388207145,1.5128205128205128,117,0.9746588693957116,0.81
googlenet,1,herding,4,T2_ODIR,class-incremental,9,AMD,0.0264048747461069,0.1111111111111111,0.005716798592788,0.0013585621571215,0.0,1477,0.0264048747461069,0.0264048747461069,0.1645226811103588,0.0816971338298352,0.4116452268111036,0.1374858948318664,,,0,1.0,0.67
googlenet,1,herding,5,T2_ODIR,class-incremental,10,Hypertension,0.0087365591397849,0.1083333333333333,0.0168552036199095,0.0025901024181384,0.0,1488,0.0087365591397849,0.0087365591397849,0.1014784946236559,0.0472670250896057,0.385752688172043,0.1089269713261648,0.0,0.0,2,0.9988304093567252,0.63
googlenet,1,herding,6,T2_ODIR,class-incremental,11,Myopia,0.0249017038007863,0.0909090909090909,0.0044175773076028,0.001210057217941,0.0,1526,0.0249017038007863,0.0249017038007863,0.2470511140235911,0.1085626911314984,0.3931847968545216,0.1401157710790738,,,0,1.0,0.64
googlenet,1,herding,7,T2_ODIR,class-incremental,12,Other,0.1111111111111111,0.1791896130393858,0.1143110082345563,0.0600083711329249,0.0,1638,0.1111111111111111,0.1111111111111111,0.4377289377289377,0.2506105006105006,0.7026862026862026,0.3109584859584859,1.2329924047901797,0.831081081081081,148,0.9707602339181286,0.93
googlenet,1,herding,8,T3_LAG,domain-incremental,12,,0.5903540903540904,0.3037791282652113,0.3150058024414022,0.5396076889703735,0.0,1638,0.5903540903540904,0.5903540903540904,0.8424908424908425,0.703907203907204,0.9371184371184372,0.7258241758241759,0.901590537370498,0.543859649122807,171,0.6477561982362867,2.36
googlenet,1,herding,9,T4_HAM,class-incremental,13,Actinic Keratoses,0.4908120924718435,0.3474522767269805,0.2852999774831039,0.4512160443728063,0.0,1687,0.4908120924718435,0.4908120924718435,0.7356253704801423,0.5958308634657182,0.8767042086544161,0.6290555226239873,1.004535170659001,0.6454545454545455,110,0.5579194134154685,0.85
googlenet,1,herding,10,T4_HAM,class-incremental,14,Basal Cell Carcinoma,0.5215419501133787,0.3910179959311706,0.342142879882435,0.525989001184419,0.0,1764,0.5215419501133787,0.5215419501133787,0.7981859410430839,0.6447467876039306,0.8837868480725624,0.6645597127739985,1.104571057052112,0.640926640926641,259,0.5726749498398755,1.03
googlenet,1,herding,11,T4_HAM,class-incremental,15,Benign Keratosis,0.5160788381742739,0.3730686415964768,0.3314524178339275,0.508931157350776,0.0,1928,0.5160788381742739,0.5160788381742739,0.8319502074688797,0.6553423236514523,0.9076763485477178,0.6728734439834025,0.9773292248741484,0.5827586206896552,290,0.6164141980372646,1.29
googlenet,1,herding,12,T4_HAM,class-incremental,16,Dermatofibroma,0.3362467866323907,0.2137715707248904,0.1605590012313539,0.3248085817459648,0.0,1945,0.3362467866323907,0.3362467866323907,0.6827763496143959,0.4850899742930591,0.8251928020565553,0.5175321336760926,0.7416198487095663,0.45,20,0.7486998164508325,0.83
googlenet,1,herding,13,T4_HAM,class-incremental,17,Melanocytic Nevi,0.6137529934998289,0.3438971929158788,0.3188119073633121,0.5746078677515453,0.0,2923,0.6137529934998289,0.6137529934998289,0.8450222374273008,0.7165013114380202,0.9035237769414984,0.7301345649446915,1.004971033119183,0.5980066445182725,301,0.666772266187367,4.77
googlenet,1,herding,14,T4_HAM,class-incremental,18,Melanoma,0.3197278911564626,0.3115624214367522,0.254314776652436,0.2879045839055559,0.0,3087,0.3197278911564626,0.3197278911564626,0.8380304502753483,0.5653277183889429,0.927437641723356,0.5860922146636431,1.1222814134317007,0.698961937716263,289,0.6937038437931734,1.62
googlenet,1,herding,15,T4_HAM,class-incremental,19,Vascular Lesions,0.2239382239382239,0.2222988079038872,0.1493534832595479,0.1959369354252661,0.0,3108,0.2239382239382239,0.2239382239382239,0.4700772200772201,0.3287752037752038,0.5871943371943372,0.3553196053196052,1.7089043221610989,1.415929203539823,113,0.7757002791958982,1.07
googlenet,5,herding,0,T1_APTOS,base,5,No DR;Mild DR;Moderate DR;Severe DR;Proliferative DR,0.7911832946635731,0.5821555324178739,0.6090667611794371,0.7747696146441285,0.5198458249879343,431,0.7911832946635731,0.7911832946635731,0.9791183294663574,0.8727764887857694,1.0,0.8779969064191802,0.7257286921231416,0.2993039443155452,431,0.0,0.65
googlenet,5,herding,1,T2_ODIR,class-incremental,6,Normal,0.7473404255319149,0.5029617232342806,0.4934518829765366,0.7148557557396289,0.4573482247985538,1128,0.7473404255319149,0.7473404255319149,0.973404255319149,0.8544621749408983,0.999113475177305,0.8605791962174941,1.035359694487716,0.625,264,0.5571847507331378,0.74
googlenet,5,herding,2,T2_ODIR,class-incremental,7,Glaucoma,0.2381635581061693,0.3458170990761746,0.2148475212950063,0.1198678762433284,0.0,1394,0.2381635581061693,0.2381635581061693,0.9332855093256814,0.5542802486848397,0.98493543758967,0.5661525585844093,1.3107574552078576,0.9627659574468084,188,0.9017595307917888,0.55
googlenet,5,herding,3,T2_ODIR,class-incremental,8,Cataract,0.2385257301808066,0.3108456709073031,0.188198650375769,0.2598495457420653,0.0,1438,0.2385257301808066,0.2385257301808066,0.7677329624478443,0.4652294853963838,0.9339360222531292,0.5028164116828929,1.5388307249337076,1.248,125,0.8056750843586921,0.66
googlenet,5,herding,4,T2_ODIR,class-incremental,9,AMD,0.0724441435341909,0.26523003129266,0.1623017471561941,0.053911372255924,0.0,1477,0.0724441435341909,0.0724441435341909,0.7582938388625592,0.3772286165651095,0.909275558564658,0.411690363349131,1.547630863714788,1.1693548387096775,124,0.8203865289102097,0.6
googlenet,5,herding,5,T2_ODIR,class-incremental,10,Hypertension,0.0692204301075268,0.176686442540101,0.0659062307835314,0.0502451860896102,0.0,1488,0.0692204301075268,0.0692204301075268,0.125,0.0934139784946236,0.2836021505376344,0.1283602150537634,1.1001033009346315,0.7215909090909091,176,0.9460410557184752,0.56
googlenet,5,herding,6,T2_ODIR,class-incremental,11,Myopia,0.1408912188728702,0.2547427869373254,0.1688507580820435,0.1308031686802716,0.0,1526,0.1408912188728702,0.1408912188728702,0.3977719528178244,0.2496723460026212,0.8204456094364351,0.3489842726081258,0.9804723182481128,0.6187845303867403,181,0.8178237355098202,0.74
googlenet,5,herding,7,T2_ODIR,class-incremental,12,Other,0.1587301587301587,0.2908685228776375,0.2319828829519358,0.1267186329420873,0.0,1638,0.1587301587301587,0.1587301587301587,0.4792429792429792,0.2956857956857957,0.7118437118437119,0.3480667480667481,1.0286086302796191,0.6651785714285714,224,0.8456640358904688,1.01
googlenet,5,herding,8,T3_LAG,domain-incremental,12,,0.6306471306471306,0.4316280767094114,0.4526191679161778,0.6286220599807437,0.3739377028204528,1638,0.6306471306471306,0.6306471306471306,0.9096459096459096,0.7555962555962557,0.9682539682539684,0.7692714692714693,0.8603090020146067,0.4572368421052631,304,0.5341627797722012,2.63
googlenet,5,herding,9,T4_HAM,class-incremental,13,Actinic Keratoses,0.5406046235921754,0.4913212719104026,0.447105956268371,0.5486742564267743,0.408452260439078,1687,0.5406046235921754,0.5406046235921754,0.8091286307053942,0.6579727326615293,0.9353882631890932,0.6872554831061055,1.118033988749895,0.7149122807017544,228,0.475164244065055,0.98
googlenet,5,herding,10,T4_HAM,class-incremental,14,Basal Cell Carcinoma,0.5697278911564626,0.4940816233547119,0.4318556152942023,0.584034932110923,0.0,1764,0.5697278911564626,0.5697278911564626,0.8458049886621315,0.6945389266817839,0.9302721088435374,0.7140684051398338,0.93165311575172,0.5421348314606742,356,0.5072822742867109,1.16
googlenet,5,herding,11,T4_HAM,class-incremental,15,Benign Keratosis,0.5772821576763485,0.4571870052838122,0.4041468543344044,0.5696009176623926,0.2947927234342284,1928,0.5772821576763485,0.5772821576763485,0.8599585062240664,0.7032330567081605,0.9377593360995852,0.7210753803596127,0.8969774400277756,0.4898477157360406,394,0.5469929005601432,1.59
googlenet,5,herding,12,T4_HAM,class-incremental,16,Dermatofibroma,0.3804627249357326,0.2721996591962682,0.1844793441406898,0.340136080210445,0.0,1945,0.3804627249357326,0.3804627249357326,0.675064267352185,0.5079691516709511,0.7948586118251928,0.5355269922879177,1.044465935734187,0.9090909090909092,11,0.6531264428001681,0.8
googlenet,5,herding,13,T4_HAM,class-incremental,17,Melanocytic Nevi,0.6585699623674307,0.3885617601649547,0.359746693610136,0.6244823172304305,0.0,2923,0.6585699623674307,0.6585699623674307,0.8758125213821416,0.7568137758011175,0.9647622305850154,0.7776143231839434,0.8252349109361818,0.4481012658227848,395,0.624549501807372,5.48
googlenet,5,herding,14,T4_HAM,class-incremental,18,Melanoma,0.37674117265954,0.3745181003108486,0.3085954048682349,0.3610183296039398,0.0,3087,0.37674117265954,0.37674117265954,0.8564949789439585,0.6018248569268978,0.9468739876903142,0.6227513227513227,0.828683770795561,0.4411027568922305,399,0.6510843450134383,2.05
googlenet,5,herding,15,T4_HAM,class-incremental,19,Vascular Lesions,0.2377734877734877,0.2596608329397222,0.1730694059458983,0.2106026231467722,0.0,3108,0.2377734877734877,0.2377734877734877,0.5131917631917632,0.3566602316602316,0.6978764478764479,0.3987451737451737,1.7418089175006384,1.4915254237288136,118,0.7223245843077792,1.25
googlenet,20,herding,0,T1_APTOS,base,5,No DR;Mild DR;Moderate DR;Severe DR;Proliferative DR,0.7633410672853829,0.5865733811239581,0.6001510994084087,0.7594735157590385,0.54436665779409,431,0.7633410672853829,0.7633410672853829,0.9814385150812064,0.8592420726991492,1.0,0.8638824439288476,0.8508219037101399,0.3758700696055684,431,0.0,0.66
googlenet,20,herding,1,T2_ODIR,class-incremental,6,Normal,0.8342198581560284,0.6282439048980112,0.6214044365824382,0.831727302794237,0.5826326516225557,1128,0.8342198581560284,0.8342198581560284,0.975177304964539,0.8987884160756502,0.999113475177305,0.9045951536643024,0.7966900438104745,0.3393782383419689,386,0.1003039513677812,0.75
googlenet,20,herding,2,T2_ODIR,class-incremental,7,Glaucoma,0.2439024390243902,0.3811110974017969,0.1890071116613765,0.1284719019356683,0.0,1394,0.2439024390243902,0.2439024390243902,0.9160688665710186,0.5522477283596365,0.9741750358680056,0.5660210425633668,1.0281745265969475,0.819047619047619,210,0.8955750335760232,0.55
googlenet,20,herding,3,T2_ODIR,class-incremental,8,Cataract,0.4575799721835883,0.4526248378625578,0.2952502173379825,0.4386130259194869,0.0,1438,0.4575799721835883,0.4575799721835883,0.8150208623087621,0.6101066295781177,0.9749652294853964,0.6488409828465461,0.8802664993896133,0.5968586387434555,191,0.4956080837395993,0.53
googlenet,20,herding,4,T2_ODIR,class-incremental,9,AMD,0.0927555856465809,0.3378750681640806,0.1566938005122972,0.0662395922171082,0.0,1477,0.0927555856465809,0.0927555856465809,0.7095463777928233,0.3676371022342586,0.8659444820582262,0.4038930264048747,1.4387715921116584,1.1656050955414012,157,0.7564931113293992,0.55
googlenet,20,herding,5,T2_ODIR,class-incremental,10,Hypertension,0.0262096774193548,0.1636363636363636,0.0673912692649076,0.0195928871570753,0.0,1488,0.0262096774193548,0.0262096774193548,0.4952956989247312,0.2227822580645161,0.7688172043010753,0.2850134408602151,,,0,0.8697674418604653,0.5
googlenet,20,herding,6,T2_ODIR,class-incremental,11,Myopia,0.3296199213630406,0.3014383855321823,0.1811705896291291,0.3316196864260193,0.0,1526,0.3296199213630406,0.3296199213630406,0.5753604193971167,0.4352337265181302,0.7758846657929227,0.4811380515508956,1.0999438818457403,0.8641975308641975,81,0.7162037161166989,0.61
googlenet,20,herding,7,T2_ODIR,class-incremental,12,Other,0.2814407814407814,0.4126717285336436,0.3321969916057783,0.2817503949129216,0.0,1638,0.2814407814407814,0.2814407814407814,0.6361416361416361,0.4357956857956857,0.8748473748473748,0.4911375661375661,0.967069114419842,0.6032388663967612,247,0.6697792754209582,0.87
googlenet,20,herding,8,T3_LAG,domain-incremental,12,,0.6666666666666666,0.602221197659614,0.5443912728022063,0.6880090842482667,0.574136415379531,1638,0.6666666666666666,0.6666666666666666,0.9017094017094016,0.7712657712657712,0.9645909645909646,0.7856735856735857,0.8086680532556199,0.3791348600508906,393,0.3455717417423524,2.42
googlenet,20,herding,9,T4_HAM,class-incremental,13,Actinic Keratoses,0.4872554831061055,0.422683428064355,0.3266712580321858,0.4457697117942382,0.0,1687,0.4872554831061055,0.4872554831061055,0.7587433313574392,0.6052163604030824,0.926496739774748,0.6437759336099587,1.8793908831701611,1.6422018348623852,109,0.4355297946714318,0.74
googlenet,20,herding,10,T4_HAM,class-incremental,14,Basal Cell Carcinoma,0.5668934240362812,0.539945884782785,0.4170279053680899,0.5633865442257162,0.3505938174681495,1764,0.5668934240362812,0.5668934240362812,0.8611111111111112,0.7003023431594861,0.9302721088435374,0.7162037037037037,0.8914407813571615,0.5546666666666666,375,0.420463077635192,0.88
googlenet,20,herding,11,T4_HAM,class-incremental,15,Benign Keratosis,0.6130705394190872,0.5385698448689323,0.4677892711334361,0.6107496481392938,0.4616978230916939,1928,0.6130705394190872,0.6130705394190872,0.8952282157676349,0.7392807745504841,0.95798755186722,0.753622060857538,0.9730011484406522,0.5157384987893463,413,0.4317120291625787,1.26
googlenet,20,herding,12,T4_HAM,class-incremental,16,Dermatofibroma,0.4056555269922879,0.3441843836205227,0.2436864295974926,0.372523976709182,0.0,1945,0.4056555269922879,0.4056555269922879,0.7305912596401029,0.5501285347043702,0.831362467866324,0.5736760925449872,0.7811334658849433,0.4745762711864407,59,0.5709781486527296,0.82
googlenet,20,herding,13,T4_HAM,class-incremental,17,Melanocytic Nevi,0.6955183031132398,0.4913877417500207,0.4626754113022349,0.6849598664693386,0.4182141017866448,2923,0.6955183031132398,0.6955183031132398,0.8987341772151899,0.7873759835785152,0.9647622305850154,0.8025829627095451,0.8764016205477675,0.4389027431421446,401,0.4817638156254071,5.09
googlenet,20,herding,14,T4_HAM,class-incremental,18,Melanoma,0.5163589245221898,0.5035509352040702,0.4215507569590321,0.5425885078634174,0.3868683147910924,3087,0.5163589245221898,0.5163589245221898,0.8986070618723679,0.6924738149227945,0.9689018464528668,0.7088327394449845,0.8006021829983271,0.4144578313253012,415,0.4893578086233919,1.67
googlenet,20,herding,15,T4_HAM,class-incremental,19,Vascular Lesions,0.2789575289575289,0.3235580581836783,0.227496520784054,0.2513919188085054,0.0,3108,0.2789575289575289,0.2789575289575289,0.6856499356499357,0.464017589017589,0.8185328185328186,0.4948573573573573,0.9696899027331812,0.6119402985074627,67,0.5949938552274666,1.1
